query,generated_plan,default_plan_mean_ms,default_plan_std_ms,generated_plan_mean_ms,generated_plan_std_ms,absolute_advantage_ms,relative_advantage,n_runs,default_plan_all_runtimes_ms,generated_plan_all_runtimes_ms,default_statuses,generated_statuses,default_has_error_or_oom,default_has_timeout
(aka_name )(company_name )(link_type )(person_info )(title ),"[1, 16, 1, 7, 20, 1, 12, 20, 1, 12, 1, 10, 5, 1, 1, 18, 1, 3, 1, 15, 1, 9, 1, 8, 3, 8]",43428.4606,1624.3102,2174.2119,146.1322,41254.2488,19.974346,5,"41508.98,43607.44,42052.31,44778.78,45194.80","2414.74,2116.85,2057.69,2075.79,2205.99","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(aka_name )(aka_title )(company_type )(complete_cast )(info_type )(name )(title ),"[18, 8, 20, 1, 2, 20, 12, 2, 17, 18, 12, 6, 12, 6, 5, 12, 2, 5, 17, 15, 1, 2, 13, 5, 13, 8, 17, 13]",122571.3075,6495.9792,6265.9109,119.2197,116305.3966,19.56161,5,"121453.90,113850.60,131771.28,124713.63,121067.12","6227.99,6212.62,6191.78,6219.34,6477.83","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(aka_name )(company_type )(movie_link )(person_info )(role_type )(title ),"[1, 1, 1, 20, 1, 12, 1, 10, 1, 3, 1, 4, 1, 6, 1, 5, 1, 15, 1, 5, 1, 15, 1, 13, 1, 6, 1, 11]",43593.9629,5379.4109,2248.2956,42.6087,41345.6673,19.389782,5,"39509.96,41318.97,41274.06,42890.90,52975.93","2276.96,2278.73,2280.52,2190.27,2215.00","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(aka_name )(company_type )(complete_cast )(kind_type )(link_type )(person_info )(title ),"[1, 7, 1, 20, 1, 12, 1, 10, 1, 3, 1, 12, 1, 6, 1, 5, 1, 15, 1, 5, 1, 6, 1, 13, 1, 8, 1, 17]",67435.1377,894.8701,3479.4999,33.988,63955.6378,19.380698,5,"68763.48,66801.63,67366.94,66475.15,67768.49","3438.32,3451.46,3501.00,3486.96,3519.76","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(aka_name )(char_name )(keyword )(kind_type )(link_type )(name )(person_info )(title ),"[1, 1, 1, 20, 1, 12, 1, 10, 1, 11, 1, 12, 1, 6, 1, 5, 1, 15, 1, 5, 1, 15, 1, 13, 1, 3, 1, 17]",149777.7565,13701.216,7783.0694,155.4912,141994.687,19.244047,5,"139802.41,139495.87,144287.95,153057.65,172244.91","8035.01,7689.11,7789.08,7627.16,7774.98","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(aka_name )(char_name )(complete_cast )(keyword )(name )(person_info )(role_type )(title ),"[1, 2, 1, 17, 1, 12, 1, 6, 1, 5, 1, 6, 1, 5, 1, 3, 1, 2, 1, 15, 1, 9, 8, 13, 3, 8]",74373.8777,5017.3529,3871.7912,22.354,70502.0864,19.209165,5,"72154.75,81376.73,72694.53,68400.60,77242.77","3882.70,3860.27,3847.06,3864.28,3904.64","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(aka_name )(company_type )(complete_cast )(person_info )(title ),"[1, 2, 1, 17, 1, 12, 1, 6, 1, 5, 1, 6, 1, 5, 1, 2, 1, 3, 1, 15, 1, 9, 8, 13, 3, 8]",24134.8231,432.6423,1274.6976,24.9254,22860.1255,18.933764,5,"24012.52,24892.71,23892.71,24046.13,23830.05","1295.78,1249.50,1257.07,1306.29,1264.86","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(aka_name )(company_name )(complete_cast )(person_info )(title ),"[1, 16, 1, 20, 1, 12, 1, 10, 1, 6, 1, 5, 1, 6, 1, 2, 1, 3, 1, 19, 1, 8, 1, 15, 1, 3]",25264.5308,4201.0228,1346.1043,73.8115,23918.4265,18.768628,5,"23451.48,23440.13,22754.39,23934.83,32741.82","1236.18,1367.05,1339.96,1345.13,1442.19","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(cast_info )(char_name )(comp_cast_type )(keyword )(movie_link )(person_info )(title ),"[1, 2, 1, 20, 1, 12, 1, 7, 6, 1, 5, 6, 1, 5, 1, 2, 1, 3, 1, 15, 1, 9, 8, 8, 3, 8]",90878.7093,11467.8555,4843.8137,81.9632,86034.8957,18.76181,5,"83021.91,85851.29,83280.95,91857.93,110381.47","4857.37,4869.09,4748.04,4959.62,4784.95","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(aka_name )(char_name )(company_type )(keyword )(kind_type )(movie_link )(role_type )(title ),"[1, 2, 1, 20, 1, 12, 1, 7, 1, 6, 1, 5, 1, 6, 1, 2, 1, 3, 1, 15, 1, 9, 8, 13, 3, 8]",67926.5074,3299.4419,3644.8518,31.2534,64281.6556,18.636288,5,"64083.52,65321.05,67835.06,70651.07,71741.83","3609.60,3636.23,3695.15,3646.07,3637.21","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(aka_name )(company_name )(complete_cast )(name )(person_info )(title ),"[1, 16, 1, 20, 1, 12, 1, 1, 1, 12, 1, 6, 1, 5, 1, 6, 1, 15, 1, 2, 1, 3, 1, 8, 1, 3]",24103.0292,454.4982,1303.6432,20.4818,22799.386,18.488977,5,"24424.34,24321.94,23455.57,23802.98,24510.31","1274.97,1305.72,1332.42,1305.81,1299.30","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(aka_name )(complete_cast )(keyword )(movie_link )(person_info )(title ),"[5, 2, 1, 7, 1, 20, 1, 12, 6, 1, 5, 6, 13, 5, 2, 3, 1, 2, 15, 17, 9, 15, 8, 9, 8, 3]",300000.0,0.0,16284.4065,195.7617,283715.5935,18.422532,5,"300000.00,300000.00,300000.00,300000.00,300000.00","16131.36,16250.34,16277.26,16147.25,16615.83","error,timeout,timeout,timeout,timeout","complete,complete,complete,complete,complete",True,True
(aka_name )(comp_cast_type )(keyword )(name )(person_info )(title ),"[1, 2, 1, 7, 1, 20, 1, 12, 6, 1, 5, 6, 1, 5, 1, 2, 3, 19, 1, 3, 1, 15, 8, 9, 3, 8]",112486.1171,8550.3064,6460.9132,76.5432,106025.2039,17.410251,5,"107059.96,108193.94,109340.59,110202.22,127633.87","6411.66,6493.98,6360.14,6481.19,6557.61","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(aka_name )(company_name )(kind_type )(movie_link )(name )(person_info )(title ),"[1, 2, 1, 7, 1, 20, 1, 12, 1, 6, 1, 5, 1, 6, 1, 2, 1, 3, 1, 15, 1, 9, 8, 13, 3, 8]",42644.9801,1061.9824,2533.667,66.6124,40111.3131,16.831328,5,"43092.44,42960.39,41697.78,41453.14,44021.16","2507.43,2533.52,2510.83,2470.73,2645.82","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(aka_name )(char_name )(company_type )(complete_cast )(kind_type )(person_info )(title ),"[1, 7, 1, 20, 1, 12, 1, 10, 1, 11, 1, 12, 1, 6, 1, 5, 1, 15, 1, 5, 1, 15, 1, 13, 1, 3, 1, 13]",31735.9168,1857.1027,1889.5626,44.4386,29846.3542,16.795377,5,"29049.94,31855.93,30935.89,33780.46,33057.37","1890.67,1859.80,1856.49,1965.22,1875.63","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
