query,generated_plan,default_plan_mean_ms,default_plan_std_ms,generated_plan_mean_ms,generated_plan_std_ms,absolute_advantage_ms,relative_advantage,n_runs,default_plan_all_runtimes_ms,generated_plan_all_runtimes_ms,default_statuses,generated_statuses,default_has_error_or_oom,default_has_timeout
(aka_title )(char_name (imdb_index most_popular))(company_type )(keyword )(kind_type )(link_type )(movie_info )(title ),"[1, 13, 1, 20, 1, 12, 1, 15, 1, 10, 1, 2, 1, 0, 1, 6, 1, 5, 1, 14, 1, 5, 1, 13, 1, 2, 1, 3]",300000.0,0.0,888.6714,88.948,299111.3286,337.582581,5,"300000.00,300000.00,300000.00,300000.00,300000.00","822.18,893.54,897.51,1028.49,801.64","error,error,error,error,error","complete,complete,complete,complete,complete",True,False
(company_name )(complete_cast )(info_type (info random))(keyword )(kind_type )(link_type )(movie_link )(name )(person_info )(role_type )(title ),"[12, 5, 7, 10, 1, 7, 1, 4, 1, 12, 1, 6, 1, 5, 17, 1, 1, 13, 1, 14, 1, 2, 1, 4, 1, 6, 1, 15, 1, 13, 17, 5, 1, 17]",300000.0,0.0,906.3582,43.2015,299093.6418,330.994966,5,"300000.00,300000.00,300000.00,300000.00,300000.00","980.79,907.04,886.73,878.47,878.76","error,error,error,error,timeout","complete,complete,complete,complete,complete",True,True
(aka_title )(company_name )(complete_cast )(info_type (info random))(keyword )(kind_type )(link_type )(name )(role_type )(title ),"[1, 16, 1, 20, 1, 12, 1, 15, 1, 10, 1, 9, 1, 0, 1, 6, 1, 5, 1, 14, 1, 8, 1, 9, 1, 5, 1, 6, 1, 13, 1, 2, 1, 19, 1, 8, 1, 3, 1, 13, 1, 17, 1, 13, 1, 15, 1, 15, 1, 2, 13, 1, 8, 2, 1, 3, 1, 0]",300000.0,0.0,920.5625,285.0331,299079.4375,325.887703,5,"300000.00,300000.00,300000.00,300000.00,300000.00","1429.25,793.85,823.83,770.32,785.56","error,error,error,error,error","complete,complete,complete,complete,complete",True,False
(aka_name )(char_name (imdb_index random))(company_type )(info_type )(keyword )(link_type )(role_type )(title ),"[1, 16, 1, 20, 1, 12, 1, 15, 1, 10, 1, 0, 1, 6, 1, 9, 1, 5, 1, 3, 1, 6, 1, 9, 1, 5, 1, 12, 1, 13, 1, 2, 1, 5, 1, 3, 1, 15, 1, 13, 1, 8, 1, 2, 1, 9, 1, 2, 1, 2, 1, 3, 1, 19, 1, 0]",300000.0,0.0,1331.0918,24.7877,298668.9082,225.378898,5,"300000.00,300000.00,300000.00,300000.00,300000.00","1317.59,1372.19,1325.11,1307.69,1332.88","error,error,error,error,error","complete,complete,complete,complete,complete",True,False
(aka_title )(company_name )(info_type (info random))(keyword )(kind_type (kind most_popular))(movie_link )(name )(role_type )(title ),"[1, 16, 1, 20, 1, 12, 1, 15, 1, 10, 1, 4, 1, 6, 1, 9, 1, 5, 1, 8, 1, 6, 1, 9, 1, 5, 1, 12, 1, 13, 1, 2, 1, 19, 1, 3, 1, 13, 1, 0]",300000.0,0.0,1549.3649,132.0228,298450.6351,193.627718,5,"300000.00,300000.00,300000.00,300000.00,300000.00","1627.87,1362.65,1471.30,1591.25,1693.75","error,error,error,error,error","complete,complete,complete,complete,complete",True,False
(company_type )(complete_cast )(info_type (info random))(keyword )(link_type )(name )(role_type )(title ),"[1, 7, 1, 14, 1, 20, 1, 12, 1, 8, 1, 10, 1, 5, 1, 15, 1, 4, 1, 6, 1, 2, 1, 12, 1, 13, 1, 0, 1, 17, 1, 6, 1, 5, 1, 4, 1, 14, 1, 0]",298870.5374,2525.5552,828.9118,32.0545,298041.6256,360.557714,5,"300000.00,300000.00,300000.00,294352.69,300000.00","806.40,885.19,812.95,816.59,823.43","error,error,timeout,complete,timeout","complete,complete,complete,complete,complete",True,True
(aka_name )(char_name (imdb_index random))(company_type )(complete_cast )(info_type )(keyword )(kind_type )(link_type )(title ),"[12, 5, 7, 16, 7, 4, 1, 7, 1, 12, 1, 6, 1, 5, 1, 17, 1, 13, 1, 14, 1, 2, 1, 19, 1, 4, 1, 6, 1, 13, 1, 2, 1, 17, 1, 10]",300000.0,0.0,1985.9714,511.7564,298014.0286,151.059577,5,"300000.00,300000.00,300000.00,300000.00,300000.00","1701.80,2897.84,1740.77,1826.67,1762.77","error,error,error,error,timeout","complete,complete,complete,complete,complete",True,True
(char_name (imdb_index random))(company_type )(complete_cast )(info_type )(keyword )(kind_type )(movie_link )(title ),"[1, 16, 1, 20, 1, 12, 1, 15, 1, 10, 1, 2, 1, 0, 1, 6, 1, 5, 1, 14, 1, 5, 1, 4, 1, 6, 1, 5, 1, 13, 1, 5, 1, 19, 1, 13, 1, 3, 1, 13, 1, 2, 1, 13, 1, 2, 1, 2, 1, 0]",300000.0,0.0,2020.8206,137.0183,297979.1794,148.454546,5,"300000.00,300000.00,300000.00,300000.00,300000.00","1948.27,1969.49,2264.03,1982.70,1939.61","error,error,error,error,error","complete,complete,complete,complete,complete",True,False
(aka_name )(char_name (imdb_index random))(company_type )(link_type )(movie_info )(movie_keyword )(role_type )(title ),"[1, 16, 1, 20, 1, 12, 1, 15, 1, 10, 1, 0, 1, 5, 1, 6, 1, 0, 1, 8, 1, 9, 1, 12, 1, 6, 1, 5, 1, 10, 1, 13, 1, 2, 1, 3, 1, 13, 1, 17, 1, 13, 1, 13, 1, 13, 1, 13, 1, 8]",300000.0,0.0,3426.3793,86.2986,296573.6207,87.555982,5,"300000.00,300000.00,300000.00,300000.00,300000.00","3374.16,3374.35,3550.94,3350.52,3481.94","error,error,error,error,error","complete,complete,complete,complete,complete",True,False
(aka_title )(char_name (imdb_index random))(company_type )(info_type )(link_type )(movie_keyword )(role_type )(title ),"[1, 1, 1, 14, 1, 20, 1, 8, 1, 14, 1, 5, 1, 8, 1, 19, 1, 15, 1, 12, 1, 4, 1, 13, 1, 2, 1, 0, 1, 19, 1, 18, 1, 17, 1, 15, 1, 4, 1, 0]",300000.0,0.0,3845.5964,70.8843,296154.4036,78.011306,5,"300000.00,300000.00,300000.00,300000.00,300000.00","3762.14,3791.30,3883.32,3938.96,3852.26","error,error,error,error,error","complete,complete,complete,complete,complete",True,False
(aka_title )(char_name (imdb_index random))(company_type )(complete_cast )(link_type )(movie_info )(person_info )(title ),"[1, 7, 1, 14, 1, 20, 1, 12, 1, 1, 1, 10, 1, 8, 1, 5, 1, 15, 1, 12, 1, 2, 1, 11, 1, 5, 1, 2, 1, 0, 1, 18, 1, 17, 1, 6, 1, 14, 1, 15, 1, 9, 1, 14, 1, 0]",300000.0,0.0,4264.5762,95.495,295735.4238,70.346966,5,"300000.00,300000.00,300000.00,300000.00,300000.00","4128.06,4254.33,4316.08,4384.82,4239.59","error,error,error,error,error","complete,complete,complete,complete,complete",True,False
(aka_title )(char_name (imdb_index random))(company_type )(complete_cast )(info_type )(keyword )(link_type )(person_info )(title ),"[1, 16, 1, 20, 1, 12, 1, 15, 1, 10, 1, 2, 1, 0, 1, 6, 1, 9, 1, 5, 1, 8, 1, 6, 1, 9, 1, 5, 1, 13, 1, 17, 1, 2, 1, 3, 1, 13, 1, 15, 1, 13, 1, 2, 1, 2, 1, 8, 1, 19, 1, 3, 1, 0]",300000.0,0.0,4500.8677,75.139,295499.1323,66.653814,5,"300000.00,300000.00,300000.00,300000.00,300000.00","4571.79,4555.27,4461.74,4526.14,4389.40","error,error,error,error,error","complete,complete,complete,complete,complete",True,False
(company_type )(complete_cast )(info_type (info random))(keyword )(movie_link )(name )(person_info )(role_type )(title ),"[1, 7, 1, 14, 1, 20, 1, 12, 1, 8, 1, 10, 1, 5, 1, 15, 1, 3, 1, 4, 1, 6, 1, 2, 1, 10, 1, 18, 1, 17, 1, 3, 1, 5, 1, 19, 1, 4, 1, 1, 1, 14, 1, 15, 1, 0]",296252.7735,8379.0531,808.8572,16.6344,295443.9163,366.260908,5,"281263.87,300000.00,300000.00,300000.00,300000.00","801.66,802.80,798.03,838.38,803.42","complete,timeout,timeout,timeout,timeout","complete,complete,complete,complete,complete",False,True
(aka_name )(char_name (name_pcode_nf most_popular))(company_type )(complete_cast )(keyword )(person_info )(title ),"[1, 7, 1, 14, 1, 20, 1, 7, 1, 8, 1, 5, 1, 14, 1, 15, 1, 4, 1, 12, 1, 6, 1, 2, 1, 11, 1, 0, 1, 17, 1, 6, 1, 5, 1, 4, 1, 3, 1, 0]",300000.0,0.0,4786.622,96.9399,295213.378,62.67468,5,"300000.00,300000.00,300000.00,300000.00,300000.00","4799.27,4662.64,4799.61,4928.13,4743.46","timeout,timeout,timeout,timeout,timeout","complete,complete,complete,complete,complete",False,True
(aka_title )(char_name (imdb_index random))(company_type )(keyword (phonetic_code most_popular))(kind_type )(link_type )(movie_info )(name )(title ),"[1, 16, 1, 20, 1, 12, 1, 15, 1, 10, 1, 4, 1, 19, 1, 6, 1, 0, 1, 5, 1, 11, 1, 5, 1, 6, 1, 5, 1, 13, 1, 2, 1, 19, 1, 3, 1, 13, 1, 8, 1, 13, 1, 14, 1, 2, 1, 2, 1, 0]",300000.0,0.0,5965.0469,75.237,294034.9531,50.292983,5,"300000.00,300000.00,300000.00,300000.00,300000.00","6015.68,6044.87,5967.54,5849.26,5947.87","error,error,error,error,error","complete,complete,complete,complete,complete",True,False
(aka_name )(cast_info (nr_order = mode))(company_type (kind random))(keyword )(link_type )(person_info )(title ),"[1, 16, 1, 20, 1, 12, 1, 15, 1, 10, 1, 0, 1, 6, 1, 9, 1, 5, 1, 8, 1, 6, 1, 9, 1, 5, 1, 12, 1, 13, 1, 5, 1, 2, 1, 3, 1, 13, 1, 15, 1, 19, 1, 13, 1, 2, 1, 8, 1, 14, 2, 1, 15, 0]",300000.0,0.0,6669.0565,103.2472,293330.9435,44.983874,5,"300000.00,300000.00,300000.00,300000.00,300000.00","6595.07,6663.47,6593.46,6845.08,6648.20","error,error,error,error,error","complete,complete,complete,complete,complete",True,False
(aka_name )(char_name (imdb_index random))(company_type )(complete_cast )(keyword )(kind_type )(movie_link )(name )(title ),"[1, 16, 1, 20, 1, 12, 1, 15, 1, 10, 1, 0, 1, 6, 1, 9, 1, 5, 1, 14, 1, 9, 1, 12, 1, 5, 1, 6, 1, 13, 1, 17, 1, 8, 1, 2, 1, 13, 1, 19, 1, 13, 1, 15, 1, 3, 1, 2, 1, 2, 1, 15, 1, 9, 1, 3, 1, 0]",300000.0,0.0,6678.5777,240.1687,293321.4223,44.919744,5,"300000.00,300000.00,300000.00,300000.00,300000.00","6498.46,6891.10,6981.02,6458.30,6564.01","error,timeout,timeout,timeout,timeout","complete,complete,complete,complete,complete",True,True
