query,generated_plan,default_plan_mean_ms,default_plan_std_ms,generated_plan_mean_ms,generated_plan_std_ms,absolute_advantage_ms,relative_advantage,n_runs,default_plan_all_runtimes_ms,generated_plan_all_runtimes_ms,default_statuses,generated_statuses,default_has_error_or_oom,default_has_timeout
(aka_name )(cast_info (nr_order < last))(char_name )(person_info )(title ),"[1, 7, 1, 20, 1, 12, 1, 10, 1, 3, 1, 12, 1, 6, 1, 5, 1, 15, 1, 9, 1, 5, 1, 13, 1, 3, 1, 17]",10525.9571,209.9615,473.3668,5.823,10052.5902,22.236364,5,"10376.51,10505.05,10777.73,10276.85,10693.64","481.50,473.96,474.56,465.37,471.44","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(aka_name )(cast_info (nr_order < 0372))(char_name )(person_info )(title ),"[1, 1, 1, 20, 1, 12, 1, 10, 1, 11, 1, 12, 1, 6, 1, 5, 1, 15, 1, 5, 1, 9, 1, 13, 1, 3, 1, 17]",7076.1211,196.9686,338.7212,6.1678,6737.3999,20.890693,5,"7096.15,6975.05,7040.96,6872.90,7395.55","337.34,346.12,330.12,336.98,343.04","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(aka_name )(cast_info (nr_order = mode))(char_name )(name )(person_info )(title ),"[1, 7, 1, 20, 1, 12, 1, 10, 1, 11, 1, 2, 1, 12, 1, 6, 1, 5, 1, 15, 1, 17, 1, 6, 1, 13, 1, 9]",5111.4824,109.2984,256.1405,3.1268,4855.3419,19.955775,5,"5221.35,4966.99,5202.67,5132.80,5033.60","259.53,258.46,255.24,255.96,251.52","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(aka_name )(char_name (name most_popular))(person_info )(role_type )(title ),"[1, 7, 1, 20, 1, 12, 1, 10, 1, 2, 1, 12, 1, 6, 1, 5, 1, 15, 1, 5, 1, 6, 1, 13, 1, 8, 1, 11]",11821.4262,318.9113,596.9001,11.8691,11224.5261,19.804699,5,"11953.24,12231.27,11512.31,11482.80,11927.50","584.35,600.20,611.30,584.98,603.67","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(aka_name )(char_name (name most_popular))(info_type )(name )(person_info )(title ),"[1, 1, 1, 20, 1, 12, 1, 10, 1, 3, 1, 12, 1, 6, 1, 5, 1, 15, 1, 5, 1, 9, 1, 13, 1, 3, 1, 17]",9509.3849,159.9714,484.4264,10.5343,9024.9585,19.630197,5,"9466.57,9580.57,9296.13,9473.59,9730.07","494.68,468.72,493.41,481.07,484.25","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(aka_name )(char_name (name most_popular))(info_type )(name (gender random))(title ),"[1, 1, 1, 20, 1, 12, 1, 10, 1, 11, 1, 12, 1, 6, 1, 5, 1, 15, 1, 9, 1, 5, 1, 13, 1, 3, 1, 13]",7973.9521,85.7697,446.8748,9.6224,7527.0773,17.843818,5,"7894.68,7894.72,7952.08,8071.79,8056.49","453.51,436.80,453.66,435.90,454.51","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(aka_name )(char_name )(person_info )(title (season_nr = 0137)),"[1, 2, 1, 20, 1, 7, 1, 12, 1, 6, 1, 5, 1, 6, 1, 2, 1, 3, 1, 15, 1, 9, 8, 13, 3, 8]",5124.1882,481.2101,351.8869,12.3364,4772.3013,14.562032,5,"4905.13,4943.48,4894.70,4893.40,5984.24","344.13,368.11,342.80,342.14,362.26","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(aka_name )(cast_info (nr_order > 0149))(char_name )(person_info )(title ),"[1, 1, 1, 20, 1, 12, 1, 10, 1, 11, 1, 12, 1, 6, 1, 5, 1, 15, 1, 9, 1, 5, 1, 13, 1, 3, 1, 17]",5296.1701,108.7451,375.3051,2.2393,4920.865,14.11164,5,"5445.63,5245.33,5330.51,5151.07,5308.31","374.65,378.30,372.10,375.60,375.86","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(aka_name )(char_name (name_pcode_nf most_popular))(info_type )(name )(title ),"[1, 1, 1, 20, 1, 12, 1, 10, 1, 11, 1, 12, 1, 6, 1, 5, 1, 15, 1, 6, 1, 5, 1, 13, 1, 3, 1, 17]",6973.8339,105.5959,502.7232,9.4732,6471.1107,13.872116,5,"6825.17,7084.32,7009.58,6907.92,7042.18","495.71,504.18,499.59,518.47,495.66","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(aka_name )(char_name (name_pcode_nf most_popular))(info_type )(person_info )(title ),"[1, 1, 1, 20, 1, 12, 1, 10, 1, 11, 1, 18, 1, 5, 1, 6, 1, 17, 1, 15, 1, 9, 1, 13, 1, 3, 1, 13]",6916.099,95.075,500.8902,22.3037,6415.2088,13.807615,5,"6967.98,6943.01,7028.50,6850.73,6790.26","508.84,493.33,536.00,481.38,484.89","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(aka_name )(char_name (name_pcode_nf most_popular))(info_type )(role_type )(title ),"[1, 1, 1, 20, 1, 12, 1, 2, 1, 17, 1, 6, 1, 12, 1, 10, 1, 5, 1, 5, 1, 15, 1, 17, 1, 6, 1, 13, 1, 8]",7049.4868,96.632,513.7417,8.8473,6535.7451,13.721851,5,"6972.89,6982.38,6985.26,7128.58,7178.32","516.46,512.79,527.34,505.06,507.06","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(aka_name )(cast_info (nr_order < 0937))(char_name )(person_info )(title ),"[1, 2, 1, 17, 1, 12, 1, 6, 1, 5, 1, 6, 1, 5, 1, 2, 1, 3, 1, 15, 1, 9, 8, 13, 3, 8]",10416.4457,237.4682,787.7795,11.6378,9628.6662,13.22254,5,"10685.25,10663.97,10233.22,10288.54,10211.25","794.22,771.54,802.02,789.01,782.11","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(aka_name )(cast_info (nr_order < 0924))(char_name )(person_info )(title ),"[1, 2, 1, 20, 1, 7, 12, 1, 6, 12, 5, 6, 1, 5, 2, 1, 3, 2, 15, 3, 9, 15, 8, 13, 3, 8]",10600.3504,104.0808,808.8078,27.6197,9791.5426,13.106143,5,"10505.72,10565.20,10598.07,10555.89,10776.87","777.72,786.47,847.16,817.25,815.45","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(aka_name )(cast_info (nr_order < 0972))(char_name )(name )(person_info )(title ),"[7, 16, 1, 7, 1, 20, 1, 12, 1, 6, 1, 5, 1, 6, 1, 2, 1, 3, 1, 15, 1, 9, 8, 13, 3, 8]",11105.5948,349.4402,893.7685,16.7571,10211.8263,12.425583,5,"11056.44,10918.12,10650.30,11405.74,11497.37","908.45,870.83,907.74,881.69,900.13","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(aka_name )(char_name )(info_type )(name (gender random))(title (season_nr > 0243)),"[1, 1, 1, 20, 1, 12, 1, 10, 1, 11, 1, 6, 1, 5, 1, 12, 1, 15, 1, 5, 1, 6, 1, 13, 1, 11]",6817.7831,131.1914,563.8274,2.4272,6253.9557,12.091969,5,"6686.84,6701.03,6797.02,6923.71,6980.32","562.65,566.69,566.12,561.20,562.48","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(aka_name )(cast_info (nr_order > 0258))(char_name )(person_info )(title ),"[1, 1, 1, 20, 1, 12, 1, 10, 1, 2, 1, 12, 1, 6, 1, 5, 1, 5, 1, 15, 1, 17, 1, 6, 1, 13, 1, 11]",4215.5754,65.7566,352.4611,10.57,3863.1142,11.960397,5,"4208.39,4180.62,4166.32,4192.65,4329.90","351.52,346.89,370.97,347.02,345.91","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(aka_name )(cast_info (nr_order < last))(char_name (imdb_index random))(person_info )(title ),"[1, 1, 1, 20, 1, 12, 1, 10, 1, 11, 1, 6, 1, 5, 1, 6, 1, 5, 1, 15, 1, 9, 1, 13, 1, 3, 1, 13]",3859.9772,58.0487,324.9719,4.693,3535.0053,11.87788,5,"3807.15,3865.07,3941.30,3884.92,3801.44","327.71,320.14,329.15,328.26,319.59","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(aka_name )(cast_info (nr_order = 0129))(char_name )(person_info )(title ),"[1, 2, 1, 7, 1, 20, 1, 12, 1, 6, 5, 1, 6, 5, 1, 3, 2, 17, 15, 2, 9, 15, 8, 9, 3, 8]",4940.0381,87.3143,417.8944,9.6385,4522.1437,11.821259,5,"4821.10,5028.95,4984.07,4989.64,4876.44","406.67,411.49,429.31,426.24,415.77","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(aka_name )(cast_info (nr_order > first))(char_name (imdb_index random))(person_info )(title ),"[1, 1, 1, 20, 1, 12, 1, 10, 1, 11, 1, 12, 1, 6, 1, 5, 1, 15, 1, 5, 1, 15, 1, 13, 1, 3, 1, 13]",3869.0422,134.3247,328.6561,4.1186,3540.3862,11.772314,5,"3842.11,3777.64,4103.18,3783.14,3839.14","323.22,329.16,327.18,329.08,334.63","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(aka_name )(cast_info (nr_order = mode))(person_info )(title ),"[1, 20, 1, 7, 1, 12, 1, 1, 6, 5, 1, 6, 5, 1, 3, 2, 1, 19, 15, 1, 3, 15, 8, 9, 3, 8]",2394.2185,440.4959,212.6937,2.3373,2181.5248,11.25665,5,"2222.24,2186.42,2188.88,2191.78,3181.77","211.38,210.79,211.23,213.75,216.33","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(aka_name )(cast_info (nr_order = mode))(info_type )(person_info )(title ),"[1, 14, 1, 14, 1, 20, 1, 12, 1, 2, 1, 2, 7, 1, 7, 3, 1, 18, 1, 15, 1, 1, 1, 3, 1, 17, 1, 17, 3, 17, 17, 17, 3, 0]",3760.058,327.8674,336.0659,6.5794,3423.9921,11.188456,5,"3748.72,3631.25,3506.51,3588.47,4325.34","334.39,329.28,340.78,344.83,331.05","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(aka_name )(char_name (name most_popular))(info_type )(role_type )(title (production_year < last)),"[1, 1, 1, 20, 1, 12, 1, 10, 1, 11, 1, 2, 1, 6, 1, 5, 1, 15, 1, 9, 1, 5, 1, 13, 1, 3, 1, 17]",9254.956,156.2732,833.186,31.6288,8421.77,11.107912,5,"9151.10,9200.86,9084.30,9439.97,9398.55","799.91,856.34,870.99,802.83,835.87","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(aka_name )(cast_info (nr_order = 0126))(info_type )(name )(title ),"[1, 2, 1, 20, 1, 12, 1, 7, 1, 6, 1, 5, 1, 6, 1, 2, 1, 3, 1, 15, 1, 9, 8, 13, 3, 8]",2663.1058,425.5486,240.5937,2.2617,2422.5121,11.068891,5,"2485.25,2437.56,2495.38,2474.00,3423.35","243.45,241.88,239.20,240.79,237.65","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(aka_name )(cast_info (nr_order = mode))(info_type )(name )(role_type )(title ),"[1, 16, 1, 20, 1, 12, 1, 10, 1, 11, 1, 6, 1, 5, 1, 12, 1, 5, 1, 15, 1, 9, 1, 6, 1, 13, 1, 11]",2739.6469,406.7114,249.1974,3.1275,2490.4495,10.993883,5,"2512.38,2741.20,2517.97,2483.35,3443.33","246.98,252.51,247.18,252.72,246.60","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(aka_name )(cast_info (nr_order = mode))(name )(person_info )(title ),"[7, 16, 1, 7, 20, 1, 12, 20, 6, 12, 5, 6, 2, 5, 3, 2, 1, 3, 15, 17, 8, 15, 13, 8, 3, 13]",2234.3079,36.6784,206.8211,7.3483,2027.4868,10.803096,5,"2273.28,2250.46,2179.61,2216.64,2251.55","207.82,208.72,204.31,196.50,216.75","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(aka_name )(char_name (name_pcode_nf most_popular))(person_info )(title ),"[1, 1, 1, 20, 1, 12, 1, 10, 1, 11, 1, 2, 1, 6, 1, 5, 1, 15, 1, 5, 1, 9, 1, 12, 1, 13, 1, 3]",5273.0057,839.1885,491.4663,2.4873,4781.5394,10.72913,5,"4918.84,4973.85,4809.23,4892.68,6770.43","490.83,494.74,489.64,488.82,493.29","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(aka_name )(cast_info (nr_order < median))(char_name )(person_info )(title ),"[1, 2, 1, 7, 1, 20, 1, 12, 1, 6, 1, 5, 1, 6, 1, 2, 1, 3, 1, 15, 1, 9, 1, 8, 3, 13]",7878.708,305.3821,742.3592,15.9733,7136.3488,10.613068,5,"7569.06,7952.86,8316.48,7605.02,7950.12","737.59,729.17,760.61,726.55,757.88","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(aka_name )(cast_info )(char_name (name_pcode_nf most_popular))(person_info )(title ),"[1, 2, 1, 17, 1, 12, 1, 7, 6, 1, 5, 6, 1, 5, 1, 3, 1, 2, 1, 15, 1, 9, 8, 13, 3, 8]",5388.3801,745.2415,512.0569,14.1618,4876.3232,10.52301,5,"5009.61,4986.85,5207.48,6712.24,5025.73","496.42,521.85,501.99,509.20,530.83","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(aka_name )(char_name )(info_type )(name (gender random))(title (episode_nr > median)),"[1, 1, 1, 20, 1, 12, 1, 10, 1, 11, 1, 6, 1, 5, 1, 12, 1, 5, 1, 15, 1, 4, 1, 13, 1, 6, 1, 11]",5605.5919,190.0221,535.2742,11.6994,5070.3177,10.472374,5,"5437.21,5520.19,5632.60,5921.89,5516.08","522.72,530.49,544.18,528.26,550.72","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(aka_name )(cast_info (nr_order < 0675))(char_name )(person_info )(title ),"[1, 2, 1, 7, 1, 20, 1, 12, 1, 6, 1, 5, 1, 6, 1, 2, 1, 3, 15, 1, 8, 15, 13, 8, 3, 13]",8914.3328,219.8487,851.8016,25.1788,8062.5311,10.465268,5,"8847.94,8891.91,8733.73,9293.49,8804.58","829.28,839.98,884.59,832.42,872.74","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(aka_name )(cast_info (nr_order = 0129))(person_info )(title ),"[1, 1, 1, 20, 1, 12, 1, 10, 1, 2, 1, 6, 1, 12, 1, 5, 1, 6, 1, 15, 1, 5, 1, 13, 1, 3, 1, 17]",2257.2073,58.5515,216.2446,1.8982,2040.9627,10.438211,5,"2215.92,2218.65,2227.16,2269.85,2354.46","216.07,215.24,216.71,219.14,214.06","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(aka_name )(char_name (name most_popular))(info_type )(name (gender random))(person_info )(title ),"[1, 1, 20, 1, 1, 20, 1, 12, 1, 10, 1, 2, 1, 6, 1, 5, 1, 5, 1, 15, 1, 9, 1, 6, 1, 13, 1, 11]",7033.5539,207.7174,682.3531,13.8979,6351.2008,10.307792,5,"6913.64,6905.72,6908.94,7050.90,7388.57","660.18,683.61,697.53,681.19,689.25","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(aka_name )(cast_info (nr_order = mode))(info_type )(name )(title ),"[1, 2, 1, 20, 1, 12, 1, 7, 6, 1, 5, 6, 1, 5, 1, 3, 1, 2, 1, 19, 1, 15, 8, 13, 3, 8]",2496.92,111.8373,242.7423,4.38,2254.1777,10.286298,5,"2364.61,2460.04,2535.48,2665.06,2459.41","242.25,241.76,249.12,243.67,236.91","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(aka_name )(cast_info (nr_order < 0978))(person_info )(title ),"[1, 1, 1, 20, 1, 12, 1, 10, 1, 3, 1, 12, 1, 6, 1, 5, 1, 15, 1, 5, 1, 6, 1, 13, 1, 8, 1, 11]",4225.2642,208.9703,422.9467,5.1537,3802.3175,9.990063,5,"4118.89,4112.70,4597.92,4146.99,4149.82","426.19,425.74,424.11,413.84,424.85","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(aka_name )(cast_info (nr_order < 0726))(name )(person_info )(title ),"[1, 1, 1, 20, 1, 12, 1, 10, 1, 11, 1, 12, 1, 6, 1, 5, 1, 17, 1, 15, 1, 6, 1, 13, 1, 8, 1, 11]",3797.3007,33.8156,381.2309,1.6601,3416.0698,9.960631,5,"3794.86,3789.40,3746.62,3833.94,3821.68","381.25,380.40,383.31,378.98,382.21","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(aka_name (name most_popular))(info_type )(title (imdb_index random)),"[14, 14, 8, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 2, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 2, 14, 14, 14, 14, 14, 9, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14]",3099.6351,137.0492,311.3344,7.5043,2788.3008,9.955968,5,"3148.90,2893.38,3193.71,3032.78,3229.41","306.45,314.50,301.85,321.34,312.54","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(aka_name )(cast_info (nr_order < last))(name )(person_info )(title ),"[1, 1, 1, 20, 1, 12, 1, 10, 1, 3, 1, 12, 1, 6, 1, 5, 1, 5, 1, 15, 1, 6, 1, 13, 1, 8, 1, 11]",4228.0596,71.2053,425.366,3.9121,3802.6936,9.939815,5,"4157.62,4185.36,4190.41,4322.27,4284.64","425.51,426.00,422.90,421.04,431.37","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(aka_name )(cast_info (nr_order < last))(char_name (name_pcode_nf most_popular))(info_type )(name )(title ),"[1, 1, 1, 20, 1, 12, 1, 10, 1, 11, 1, 12, 1, 6, 1, 5, 1, 5, 1, 15, 1, 9, 1, 13, 1, 17, 1, 11]",4123.6546,72.4197,418.3003,8.3542,3705.3543,9.85812,5,"4067.13,4072.20,4090.92,4148.37,4239.65","411.30,432.07,417.06,412.08,418.98","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(aka_name )(char_name )(info_type )(name (gender random))(title (production_year < 0937)),"[1, 2, 1, 20, 1, 12, 1, 6, 1, 5, 1, 6, 1, 5, 1, 2, 1, 3, 1, 15, 1, 9, 8, 13, 3, 8]",21426.1621,620.0076,2180.6657,26.9907,19245.4964,9.825514,5,"20520.43,21317.54,21632.09,21420.30,22240.44","2173.05,2182.59,2175.35,2149.00,2223.34","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(aka_name )(cast_info (nr_order != last))(person_info )(title ),"[1, 1, 1, 20, 1, 12, 1, 10, 1, 3, 1, 12, 1, 6, 1, 5, 1, 5, 1, 15, 1, 6, 1, 13, 1, 8, 1, 11]",4175.9147,77.2056,427.7073,7.0302,3748.2074,9.763487,5,"4293.83,4079.31,4153.89,4168.45,4184.09","434.41,426.84,430.70,416.08,430.52","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(aka_name )(char_name (name_pcode_nf most_popular))(info_type )(name )(person_info )(role_type )(title ),"[1, 1, 1, 20, 1, 12, 1, 10, 1, 3, 1, 12, 1, 6, 1, 5, 1, 15, 1, 9, 1, 5, 1, 13, 1, 3, 1, 13]",7137.8823,307.5307,737.9884,15.216,6399.8939,9.672079,5,"6957.03,6961.42,7024.83,7063.99,7682.14","716.48,729.87,747.93,755.07,740.60","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(aka_name )(char_name (name_pcode_nf most_popular))(name )(person_info )(title ),"[1, 2, 1, 17, 1, 12, 1, 7, 6, 1, 5, 6, 1, 5, 1, 2, 1, 3, 1, 15, 1, 9, 8, 13, 3, 8]",4995.2261,118.9104,517.4879,9.7678,4477.7382,9.652836,5,"4907.24,4967.02,5204.11,4941.99,4955.77","513.76,511.66,533.75,518.98,509.29","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(aka_name )(cast_info (nr_order = 0173))(char_name )(person_info )(title ),"[1, 1, 1, 20, 1, 12, 1, 10, 1, 11, 1, 6, 1, 5, 1, 6, 1, 5, 1, 15, 1, 2, 1, 17, 1, 6, 1, 11]",2140.5596,63.8081,224.262,4.4471,1916.2976,9.544905,5,"2073.98,2104.11,2221.21,2108.33,2195.17","223.57,222.18,232.08,222.19,221.29","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(aka_name )(cast_info (nr_order < last))(person_info )(title ),"[1, 1, 1, 20, 1, 12, 1, 10, 1, 11, 1, 12, 1, 6, 1, 5, 1, 15, 1, 9, 1, 5, 1, 13, 1, 3, 1, 13]",4102.94,133.92,430.8362,10.2584,3672.1038,9.523203,5,"4226.51,4188.14,3884.16,4133.39,4082.50","441.22,425.01,442.29,425.98,419.68","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(aka_name )(cast_info (nr_order > 0189))(char_name )(info_type )(person_info )(title ),"[1, 7, 1, 20, 1, 12, 1, 10, 1, 11, 1, 12, 1, 6, 1, 5, 1, 15, 1, 5, 1, 6, 1, 13, 1, 8, 1, 11]",8245.5605,280.6431,865.923,15.1336,7379.6375,9.522279,5,"8199.94,7941.95,8631.36,8038.50,8416.05","892.45,862.06,856.10,856.45,862.55","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(aka_name )(char_name (name_pcode_nf most_popular))(info_type )(person_info )(role_type )(title ),"[1, 1, 1, 20, 1, 12, 1, 10, 1, 11, 1, 12, 1, 6, 1, 5, 1, 15, 1, 9, 1, 5, 1, 13, 1, 3, 1, 17]",7008.3511,59.9106,736.7568,7.1432,6271.5943,9.512435,5,"7011.44,6963.99,6940.51,7032.72,7093.10","735.58,748.53,729.09,736.00,734.59","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
(aka_name )(char_name (name_pcode_nf most_popular))(info_type )(name )(person_info )(title ),"[1, 1, 1, 20, 1, 12, 1, 10, 1, 11, 1, 12, 1, 6, 1, 5, 1, 5, 1, 15, 1, 6, 1, 13, 1, 17, 1, 11]",5089.0083,200.1916,535.0893,4.2421,4553.9189,9.510577,5,"5063.00,4974.19,5435.62,4935.44,5036.80","528.56,537.71,538.61,533.06,537.51","complete,complete,complete,complete,complete","complete,complete,complete,complete,complete",False,False
